response,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
7,0.221,0.641,0.127,0.452,0.497,0.922,0.442,0.525,0.997,0.258
3,0.057,0.149,0.611,0.907,0.116,0.96,0.369,0.948,0.668,0.751
8,0.494,0.222,0.206,0.89,0.637,0.089,0.256,0.256,0.786,0.746
0,0.179,0.074,0.298,0.028,0.451,0.87,0.809,0.106,0.705,0.73
15,0.935,0.352,0.894,0.954,0.671,0.276,0.826,0.417,0.529,0.386
8,0.778,0.797,0.321,0.268,0.12,0.042,0.798,0.949,0.596,0.599
6,0.901,0.179,0.305,0.637,0.162,0.813,0.81,0.139,0.069,0.644
15,0.336,0.998,0.728,0.849,0.607,0.682,0.991,0.309,0.974,0.168
3,0.35,0.463,0.182,0.278,0.041,0.011,0.325,0.707,0.202,0.505
9,0.596,0.203,0.062,0.851,0.049,0.805,0.622,0.009,0.693,0.62
10,0.696,0.701,0.637,0.133,0.876,0.772,0.893,0.592,0.304,0.448
3,0.193,0.45,0.762,0.488,0.037,0.148,0.64,0.794,0.171,0.723
14,0.543,0.507,0.824,0.562,0.904,0.214,0.811,0.046,0.639,0.867
11,0.945,0.778,0.933,0.604,0.019,0.599,0.768,0.33,0.452,0.288
9,0.277,0.267,0.519,0.936,0.528,0.769,0.736,0.523,0.958,0.906
9,0.284,0.617,0.19,0.64,0.391,0.332,0.076,0.937,0.351,0.711
14,0.751,0.756,0.491,0.718,0.81,0.883,0.674,0.493,0.933,0.711
8,0.722,0.806,0.429,0.449,0.202,0.068,0.114,0.096,0.034,0.172
4,0.825,0.292,0.464,0.347,0.117,0.75,0.385,0.733,0.991,0.174
8,0.283,0.739,0.556,0.453,0.978,0.32,0.384,0.945,0.703,0.094
4,0.062,0.136,0.871,0.57,0.564,0.442,0.17,0.947,0.886,0.149
14,0.834,0.584,0.303,0.685,0.779,0.173,0.785,0.293,0.347,0.224
4,0.04,0.577,0.307,0.765,0.667,0.26,0.03,0.424,0.434,0.238
8,0.742,0.297,0.816,0.376,0.303,0.802,0.414,0.408,0.93,0.723
9,0.754,0.468,0.371,0.38,0.693,0.668,0.858,0.745,0.986,0.011
11,0.847,0.47,0.169,0.14,0.943,0.389,0.068,0.067,0.59,0.897
9,0.972,0.44,0.437,0.379,0.23,0.089,0.189,0.366,0.1,0.279
14,0.322,0.828,0.182,0.911,0.663,0.567,0.088,0.442,0.646,0.208
7,0.159,0.62,0.17,0.393,0.899,0.522,0.622,0.479,0.334,0.597
4,0.246,0.01,0.878,0.503,0.75,0.878,0.206,0.907,0.701,0.668
15,0.735,0.554,0.038,0.824,0.439,0.47,0.46,0.304,0.787,0.118
9,0.762,0.523,0.279,0.157,0.693,0.477,0.707,0.524,0.301,0.528
11,0.084,0.498,0.966,0.752,0.396,0.173,0.928,0.104,0.533,0.191
4,0.565,0.698,0.591,0.11,0.179,0.208,0.233,0.786,0.077,0.134
5,0.164,0.505,0.198,0.779,0.252,0.432,0.192,0.794,0.024,0.842
0,0.742,0.094,0.825,0.041,0.381,0.747,0.33,0.905,0.499,0.162
6,0.909,0.849,0.166,0.372,0.129,0.899,0.54,0.324,0.133,0.136
5,0.673,0.622,0.721,0.219,0.251,0.478,0.735,0.988,0.75,0.581
1,0.217,0.18,0.55,0.242,0.419,0.634,0.805,0.361,0.465,0.312
11,0.4,0.515,0.295,0.73,0.606,0.293,0.385,0.395,0.707,0.408
12,0.411,0.793,0.181,0.732,0.158,0.541,0.499,0.29,0.638,0.625
12,0.955,0.315,0.082,0.371,0.953,0.857,0.19,0.055,0.95,0.781
2,0.42,0.349,0.824,0.167,0.15,0.496,0.811,0.751,0.317,0.732
5,0.111,0.642,0.685,0.523,0.717,0.677,0.618,0.135,0.1,0.411
3,0.372,0.309,0.85,0.01,0.764,0.496,0.981,0.867,0.129,0.156
12,0.708,0.279,0.296,0.766,0.856,0.747,0.605,0.719,0.186,0.778
7,0.293,0.92,0.147,0.093,0.822,0.309,0.857,0.497,0.986,0.702
1,0.022,0.786,0.255,0.413,0.16,0.953,0.441,0.361,0.707,0.201
8,0.752,0.864,0.658,0.221,0.975,0.017,0.256,0.687,0.756,0.8
14,0.519,0.757,0.347,0.885,0.836,0.805,0.052,0.944,0.223,0.538
2,0.039,0.04,0.78,0.221,0.89,0.863,0.807,0.016,0.183,0.998
1,0.087,0.281,0.4,0.138,0.955,0.261,0.295,0.451,0.301,0.091
5,0.199,0.993,0.343,0.275,0.885,0.845,0.934,0.31,0.688,0.11
5,0.862,0.719,0.512,0.322,0.281,0.084,0.743,0.835,0.184,0.069
4,0.092,0.863,0.914,0.23,0.439,0.218,0.595,0.391,0.737,0.043
11,0.729,0.97,0.759,0.666,0.35,0.52,0.161,0.764,0.049,0.328
6,0.531,0.995,0.654,0.293,0.285,0.157,0.095,0.321,0.462,0.977
1,0.748,0.126,0.555,0.423,0.121,0.932,0.812,0.097,0.866,0.508
4,0.876,0.172,0.937,0.233,0.035,0.849,0.985,0.817,0.375,0.91
8,0.698,0.7,0.592,0.146,0.599,0.721,0.315,0.626,0.962,0.506
13,0.825,0.743,0.203,0.877,0.339,0.547,0.667,0.306,0.273,0.158
4,0.586,0.183,0.47,0.642,0.235,0.241,0.073,0.703,0.456,0.536
12,0.304,0.743,0.618,0.884,0.644,0.822,0.023,0.237,0.408,0.735
12,0.295,0.635,0.935,0.379,0.994,0.616,0.741,0.671,0.554,0.15
2,0.812,0.019,0.244,0.249,0.544,0.784,0.682,0.546,0.192,0.112
8,0.542,0.727,0.338,0.282,0.385,0.843,0.989,0.673,0.811,0.869
5,0.405,0.182,0.956,0.046,0.857,0.058,0.317,0.632,0.732,0.925
15,0.781,0.578,0.713,0.984,0.971,0.974,0.971,0.072,0.577,0.822
1,0.1,0.655,0.964,0.141,0.314,0.49,0.671,0.691,0.758,0.048
8,0.598,0.935,0.943,0.135,0.321,0.013,0.356,0.38,0.137,0.466
4,0.534,0.409,0.304,0.331,0.174,0.683,0.258,0.623,0.952,0.955
5,0.471,0.254,0.386,0.324,0.984,0.655,0.307,0.16,0.238,0.878
14,0.302,0.942,0.065,0.858,0.051,0.892,0.164,0.715,0.367,0.467
2,0.26,0.714,0.61,0.473,0.155,0.497,0.5,0.599,0.387,0.499
1,0.948,0.077,0.391,0.448,0.221,0.047,0.065,0.745,0.264,0.412
6,0.359,0.525,0.272,0.257,0.585,0.249,0.464,0.532,0.074,0.607
5,0.16,0.98,0.794,0.084,0.847,0.723,0.646,0.157,0.816,0.999
14,0.62,0.815,0.32,0.931,0.249,0.615,0.153,0.845,0.442,0.691
5,0.614,0.85,0.449,0.273,0.182,0.346,0.473,0.341,0.817,0.825
0,0.28,0.045,0.423,0.391,0.55,0.018,0.676,0.819,0.41,0.218
1,0.111,0.886,0.259,0.172,0.599,0.006,0.758,0.479,0.944,0.353
6,0.253,0.045,0.834,0.526,0.867,0.222,0.674,0.14,0.432,0.68
7,0.546,0.417,0.563,0.666,0.199,0.153,0.932,0.216,0.906,0.96
0,0.66,0.068,0.895,0.048,0.362,0.338,0.409,0.132,0.802,0.421
14,0.946,0.761,0.736,0.815,0.336,0.95,0.244,0.51,0.697,0.7
4,0.048,0.018,0.131,0.682,0.262,0.303,0.133,0.849,0.052,0.519
9,0.55,0.767,0.609,0.186,0.802,0.995,0.871,0.126,0.425,0.86
5,0.922,0.901,0.574,0.649,0.166,0.618,0.309,0.022,0.082,0.221
14,0.954,0.515,0.005,0.316,0.637,0.217,0.374,0.49,0.651,0.436
11,0.099,0.61,0.044,0.701,0.216,0.186,0.07,0.888,0.447,0.512
8,0.956,0.46,0.357,0.265,0.16,0.326,0.334,0.31,0.827,0.333
13,0.672,0.596,0.157,0.397,0.693,0.004,0.661,0.015,0.474,0.64
5,0.404,0.433,0.244,0.347,0.21,0.858,0.278,0.817,0.532,0.66
8,0.403,0.23,0.756,0.664,0.996,0.016,0.483,0.958,0.433,0.339
7,0.218,0.45,0.481,0.998,0.441,0.199,0.322,0.443,0.611,0.895
6,0.709,0.345,0.627,0.268,0.718,0.495,0.836,0.373,0.414,0.774
6,0.663,0.308,0.879,0.045,0.557,0.747,0.312,0.476,0.503,0.057
5,0.55,0.516,0.696,0.072,0.806,0.288,0.519,0.684,0.313,0.862
4,0.21,0.306,0.753,0.363,0.815,0.411,0.531,0.864,0.338,0.899
4,0.333,0.262,0.857,0.457,0.38,0.918,0.085,0.514,0.33,0.576
11,0.475,0.479,0.152,0.61,0.54,0.414,0.472,0.286,0.646,0.022
10,0.898,0.405,0.457,0.67,0.062,0.569,0.143,0.379,0.43,0.3
11,0.516,0.48,0.081,0.665,0.046,0.07,0.523,0.013,0.578,0.822
6,0.085,0.508,0.667,0.965,0.314,0.535,0.263,0.381,0.785,0.853
0,0.062,0.091,0.849,0.227,0.127,0.724,0.376,0.084,0.872,0.151
7,0.374,0.537,0.505,0.473,0.522,0.524,0.427,0.605,0.388,0.672
9,0.52,0.499,0.889,0.092,0.772,0.244,0.499,0.708,0.473,0.674
9,0.469,0.821,0.298,0.568,0.312,0.588,0.026,0.7,0.324,0.965
7,0.341,0.861,0.884,0.087,0.609,0.138,0.737,0.915,0.668,0.004
10,0.662,0.764,0.476,0.42,0.666,0.916,0.644,0.46,0.993,0.768
3,0.93,0.983,0.772,0.449,0.397,0.297,0.565,0.194,0.824,0.897
5,0.132,0.751,0.616,0.948,0.152,0.54,0.785,0.016,0.018,0.556
4,0.582,0.142,0.029,0.325,0.271,0.37,0.513,0.246,0.918,0.005
5,0.091,0.194,0.516,0.998,0.446,0.359,0.872,0.246,0.497,0.711
11,0.895,0.476,0.588,0.411,0.842,0.292,0.326,0.897,0.35,0.906
7,0.07,0.865,0.758,0.795,0.335,0.82,0.47,0.615,0.114,0.045
2,0.743,0.962,0.454,0.125,0.377,0.432,0.164,0.761,0.585,0.379
2,0.724,0.403,0.542,0.271,0.068,0.497,0.016,0.49,0.667,0.436
3,0.028,0.517,0.381,0.758,0.383,0.701,0.516,0.994,0.863,0.001
5,0.105,0.856,0.513,0.332,0.995,0.819,0.556,0.469,0.044,0.671
8,0.868,0.12,0.415,0.839,0.824,0.239,0.005,0.36,0.588,0.918
11,0.734,0.479,0.929,0.408,0.405,0.728,0.181,0.104,0.569,0.071
2,0.445,0.216,0.54,0.47,0.369,0.219,0.76,0.196,0.696,0.693
13,0.421,0.614,0.192,0.978,0.229,0.289,0.657,0.871,0.742,0.046
2,0.509,0.397,0.768,0.023,0.395,0.862,0.663,0.397,0.986,0.113
10,0.844,0.365,0.829,0.624,0.108,0.331,0.992,0.525,0.59,0.124
12,0.328,0.398,0.111,0.805,0.33,0.478,0.416,0.149,0.084,0.471
10,0.195,0.856,0.871,0.344,0.984,0.301,0.452,0.21,0.734,0.409
15,0.704,0.749,0.153,0.925,0.93,0.509,0.639,0.64,0.129,0.499
0,0.243,0.054,0.476,0.329,0.405,0.827,0.325,0.645,0.328,0.314
15,0.824,0.396,0.503,0.845,0.667,0.399,0.473,0.035,0.244,0.518
6,0.218,0.811,0.473,0.572,0.362,0.433,0.9,0.091,0.462,0.244
11,0.916,0.62,0.351,0.442,0.702,0.473,0.701,0.004,0.936,0.101
12,0.538,0.351,0.009,0.748,0.223,0.113,0.72,0.815,0.775,0.659
3,0.924,0.989,0.161,0.253,0.511,0.825,0.952,0.383,0.493,0.326
11,0.86,0.147,0.302,0.922,0.754,0.924,0.298,0.493,0.621,0.184
10,0.3,0.691,0.326,0.851,0.469,0.679,0.236,0.816,0.115,0.353
5,0.373,0.999,0.39,0.259,0.158,0.016,0.159,0.886,0.618,0.552
15,0.577,0.94,0.922,0.865,0.157,0.993,0.849,0.838,0.289,0.664
5,0.157,0.286,0.897,0.313,0.846,0.195,0.059,0.955,0.616,0.117
5,0.239,0.8,0.301,0.12,0.64,0.401,0.277,0.557,0.08,0.88
14,0.733,0.701,0.933,0.417,0.792,0.35,0.06,0.877,0.247,0.827
11,0.681,0.558,0.74,0.348,0.536,0.813,0.201,0.329,0.991,0.779
2,0.004,0.553,0.032,0.143,0.391,0.533,0.478,0.076,0.87,0.566
13,0.427,0.809,0.214,0.95,0.154,0.846,0.853,0.867,0.173,0.633
10,0.497,0.774,0.511,0.261,0.618,0.812,0.922,0.518,0.635,0.186
5,0.659,0.211,0.723,0.391,0.376,0.861,0.945,0.291,0.064,0.108
6,0.186,0.383,0.315,0.8,0.272,0.623,0.793,0.564,0.699,0.945
9,0.382,0.15,0.528,0.97,0.737,0.961,0.19,0.553,0.557,0.51
9,0.499,0.941,0.425,0.101,0.63,0.232,0.377,0.551,0.468,0.717
0,0.864,0.043,0.223,0.303,0.018,0.131,0.29,0.841,0.459,0.455
8,0.789,0.079,0.04,0.654,0.621,0.405,0.399,0.628,0.071,0.596
15,0.887,0.455,0.865,0.985,0.602,0.621,0.346,0.92,0.773,0.302
5,0.11,0.937,0.542,0.443,0.945,0.649,0.557,0.052,0.747,0.355
12,0.479,0.315,0.913,0.958,0.595,0.153,0.447,0.968,0.794,0.334
9,0.02,0.218,0.162,0.905,0.61,0.403,0.262,0.227,0.354,0.214
10,0.521,0.764,0.667,0.451,0.443,0.968,0.917,0.773,0.254,0.652
3,0.137,0.278,0.703,0.299,0.744,0.319,0.798,0.013,0.423,0.57
3,0.069,0.255,0.447,0.865,0.124,0.603,0.007,0.815,0.833,0.471
12,0.155,0.933,0.21,0.965,0.658,0.423,0.944,0.537,0.979,0.192
10,0.853,0.838,0.241,0.327,0.74,0.457,0.963,0.988,0.483,0.121
0,0.085,0.492,0.328,0.035,0.197,0.779,0.367,0.362,0.965,0.977
5,0.504,0.081,0.791,0.576,0.789,0.618,0.024,0.819,0.603,0.709
7,0.934,0.112,0.074,0.409,0.661,0.393,0.014,0.343,0.754,0.651
0,0.059,0.057,0.634,0.091,0.17,0.958,0.45,0.822,0.317,0.223
1,0.166,0.056,0.813,0.304,0.68,0.723,0.854,0.657,0.149,0.441
6,0.459,0.191,0.689,0.385,1.0,0.787,0.626,0.015,0.094,0.14
0,0.113,0.605,0.131,0.104,0.136,0.358,0.322,0.005,0.602,0.823
2,0.781,0.126,0.978,0.126,0.279,0.024,0.086,0.195,0.711,0.905
3,0.365,0.454,0.61,0.115,0.789,0.61,0.215,0.605,0.093,0.217
14,0.728,0.79,0.434,0.803,0.718,0.675,0.436,0.231,0.484,0.24
5,0.3,0.529,0.606,0.394,0.579,0.547,0.53,0.625,0.882,0.077
8,0.309,0.29,0.515,0.722,0.957,0.349,0.703,0.668,0.809,0.881
2,0.071,0.76,0.797,0.424,0.385,0.327,0.444,0.115,0.687,0.734
12,0.559,0.767,0.897,0.297,0.506,0.987,0.37,0.589,0.49,0.215
8,0.475,0.57,0.36,0.066,0.861,0.733,0.715,0.491,0.853,0.633
7,0.449,0.395,0.738,0.566,0.591,0.395,0.436,0.336,0.19,0.143
10,0.975,0.241,0.082,0.26,0.793,0.865,0.803,0.65,0.491,0.568
10,0.901,0.347,0.14,0.229,0.392,0.484,0.915,0.921,0.876,0.206
4,0.076,0.465,0.153,0.544,0.578,0.015,0.865,0.015,0.982,0.91
1,0.458,0.043,0.852,0.038,0.803,0.763,0.127,0.704,0.092,0.21
8,0.395,0.216,0.131,0.47,0.475,0.019,0.379,0.55,0.124,0.398
3,0.738,0.263,0.318,0.277,0.201,0.08,0.968,0.699,0.558,0.011
12,0.842,0.426,0.284,0.81,0.347,0.142,0.871,0.163,0.495,0.406
4,0.69,0.943,0.57,0.236,0.048,0.475,0.282,0.385,0.964,0.37
9,0.353,0.635,0.122,0.4,0.199,0.076,0.078,0.177,0.105,0.615
4,0.233,0.236,0.192,0.759,0.172,0.762,0.86,0.222,0.585,0.208
3,0.245,0.363,0.606,0.193,0.866,0.347,0.542,0.908,0.144,0.344
6,0.758,0.161,0.074,0.207,0.964,0.182,0.809,0.196,0.261,0.161
6,0.882,0.166,0.67,0.411,0.913,0.012,0.563,0.416,0.513,0.007
13,0.558,0.296,0.987,0.734,0.536,0.803,0.716,0.406,0.136,0.326
12,0.941,0.801,0.567,0.838,0.699,0.838,0.083,0.517,0.452,0.851
0,0.038,0.163,0.464,0.561,0.05,0.723,0.154,0.25,0.748,0.032
13,0.692,0.711,0.085,0.329,0.4,0.95,0.02,0.361,0.979,0.246
5,0.34,0.437,0.577,0.229,0.903,0.866,0.945,0.366,0.554,0.081
2,0.835,0.139,0.369,0.151,0.525,0.125,0.46,0.558,0.243,0.148
5,0.754,0.011,0.044,0.488,0.388,0.975,0.253,0.786,0.594,0.22
1,0.305,0.32,0.356,0.062,0.58,0.127,0.539,0.367,0.613,0.464
0,0.532,0.11,0.796,0.086,0.41,0.689,0.787,0.445,0.865,0.084
6,0.753,0.538,0.413,0.132,0.373,0.607,0.253,0.638,0.643,0.362
4,0.373,0.965,0.184,0.128,0.238,0.707,0.014,0.561,0.403,0.906
15,0.493,0.939,0.104,0.62,0.559,0.722,0.386,0.509,0.442,0.87
15,0.574,0.401,0.907,0.991,0.484,0.811,0.846,0.044,0.822,0.189
10,0.799,0.852,0.186,0.647,0.376,0.331,0.828,0.445,0.514,0.23
2,0.881,0.103,0.695,0.582,0.137,0.576,0.328,0.794,0.892,0.464
0,0.009,0.606,0.552,0.264,0.488,0.392,0.822,0.127,0.213,0.506
5,0.727,0.444,0.745,0.065,0.382,0.183,0.786,0.74,0.07,0.438
3,0.221,0.706,0.257,0.072,0.39,0.981,0.096,0.2,0.105,0.893
7,0.341,0.618,0.266,0.316,0.964,0.383,0.899,0.275,0.002,0.239
14,0.786,0.822,0.97,0.61,0.404,0.575,0.297,0.965,0.59,0.58
8,0.111,0.586,0.387,0.989,0.19,0.443,0.564,0.095,0.473,0.813
12,0.638,0.533,0.299,0.583,0.455,0.919,0.118,0.242,0.588,0.673
15,0.94,0.292,0.717,0.861,0.892,0.825,0.473,0.578,0.187,0.266
0,0.01,0.677,0.459,0.311,0.299,0.306,0.184,0.845,0.961,0.211
10,0.633,0.5,0.078,0.049,0.966,0.793,0.115,0.641,0.537,0.492
4,0.279,0.14,0.537,0.434,0.677,0.182,0.33,0.887,0.045,0.454
5,0.142,0.056,0.221,0.535,0.8,0.827,0.967,0.86,0.141,0.875
13,0.933,0.413,0.061,0.49,0.17,0.341,0.592,0.983,0.19,0.892
0,0.099,0.467,0.361,0.008,0.859,0.153,0.149,0.159,0.903,0.103
2,0.088,0.485,0.558,0.403,0.923,0.263,0.616,0.409,0.638,0.358
10,0.403,0.597,0.198,0.75,0.224,0.135,0.237,0.325,0.607,0.808
10,0.538,0.203,0.979,0.764,0.307,0.584,0.509,0.819,0.374,0.702
6,0.817,0.726,0.309,0.083,0.547,0.165,0.691,0.594,0.828,0.415
7,0.76,0.493,0.575,0.332,0.389,0.242,0.248,0.588,0.365,0.164
9,0.837,0.894,0.769,0.604,0.273,0.447,0.894,0.242,0.139,0.702
8,0.835,0.45,0.529,0.592,0.022,0.748,0.298,0.867,0.012,0.302
8,0.851,0.654,0.21,0.127,0.123,0.201,0.201,0.487,0.61,0.861
3,0.924,0.052,0.708,0.195,0.725,0.615,0.541,0.063,0.578,0.895
9,0.748,0.393,0.939,0.369,0.125,0.582,0.303,0.584,0.53,0.986
8,0.439,0.396,0.982,0.255,0.392,0.238,0.538,0.746,0.967,0.5
4,0.761,0.026,0.981,0.221,0.767,0.584,0.222,0.379,0.099,0.682
12,0.629,0.298,0.484,0.933,0.987,0.722,0.844,0.773,0.67,0.001
9,0.805,0.472,0.644,0.181,0.852,0.363,0.873,0.239,0.041,0.647
1,0.061,0.695,0.327,0.327,0.764,0.494,0.546,0.996,0.605,0.445
4,0.146,0.817,0.124,0.292,0.201,0.204,0.267,0.64,0.414,0.776
14,0.648,0.153,0.01,0.943,0.967,0.004,0.333,0.01,0.109,0.974
7,0.874,0.876,0.698,0.518,0.411,0.674,0.337,0.849,0.081,0.843
8,0.56,0.764,0.532,0.161,0.497,0.486,0.054,0.411,0.555,0.281
9,0.404,0.826,0.705,0.096,0.902,0.972,0.216,0.65,0.784,0.986
4,0.636,0.275,0.377,0.39,0.073,0.446,0.197,0.932,0.485,0.472
13,0.93,0.506,0.907,0.579,0.305,0.351,0.137,0.146,0.235,0.504
14,0.243,0.682,0.091,0.953,0.311,0.715,0.412,0.172,0.226,0.896
9,0.856,0.012,0.953,0.841,0.859,0.184,0.081,0.161,0.14,0.467
5,0.218,0.144,0.62,0.689,0.81,0.787,0.793,0.527,0.093,0.201
10,0.727,0.218,0.078,0.566,0.523,0.301,0.377,0.021,0.977,0.52
6,0.448,0.092,0.233,0.551,0.913,0.464,0.098,0.874,0.804,0.284
6,0.591,0.387,0.675,0.597,0.025,0.979,0.279,0.858,0.721,0.387
5,0.757,0.438,0.444,0.34,0.073,0.467,0.999,0.16,0.496,0.18
9,0.581,0.424,0.11,0.132,0.737,0.968,0.253,0.571,0.713,0.082
4,0.991,0.749,0.162,0.318,0.01,0.363,0.791,0.049,0.102,0.395
15,0.856,0.634,0.147,0.747,0.67,0.028,0.603,0.842,0.357,0.116
15,0.572,0.571,0.358,0.984,1.0,0.094,0.233,0.982,0.821,0.506
0,0.325,0.245,0.926,0.005,0.064,0.166,0.167,0.744,0.465,0.607
2,0.236,0.076,0.124,0.239,0.433,0.774,0.574,0.276,0.983,0.492
14,0.28,0.643,0.056,0.981,0.333,0.334,0.511,0.021,0.825,0.902
4,0.212,0.396,0.767,0.78,0.034,0.254,0.134,0.831,0.176,0.2
8,0.327,0.881,0.658,0.132,0.995,0.553,0.96,0.841,0.008,0.581
3,0.313,0.098,0.867,0.305,0.607,0.207,0.298,0.087,0.711,0.938
13,0.689,0.758,0.705,0.763,0.45,0.163,0.317,0.532,0.797,0.703
6,0.193,0.446,0.138,0.532,0.127,0.577,0.961,0.265,0.687,0.346
11,0.85,0.542,0.707,0.432,0.762,0.889,0.97,0.657,0.156,0.29
10,0.43,0.481,0.95,0.448,0.134,0.512,0.888,0.263,0.628,0.068
4,0.334,0.182,0.601,0.411,0.872,0.153,0.406,0.682,0.42,0.078
2,0.251,0.34,0.325,0.133,0.578,0.818,0.899,0.937,0.554,0.612
11,0.175,0.54,0.485,0.994,0.991,0.511,0.812,0.942,0.388,0.787
2,0.879,0.898,0.415,0.058,0.726,0.121,0.555,0.466,0.676,0.208
5,0.039,0.029,0.602,0.938,0.434,0.076,0.894,0.403,0.49,0.559
4,0.409,0.294,0.772,0.611,0.229,0.592,0.604,0.688,0.357,0.091
5,0.306,0.262,0.395,0.317,0.967,0.656,0.501,0.747,0.975,0.091
10,0.803,0.223,0.812,0.631,0.541,0.727,0.007,0.058,0.236,0.571
13,0.895,0.343,0.137,0.963,0.055,0.752,0.677,0.422,0.534,0.732
4,0.984,0.111,0.186,0.069,0.881,0.967,0.497,0.023,0.491,0.685
10,0.086,0.889,0.079,0.733,0.634,0.521,0.367,0.416,0.772,0.765
9,0.156,0.523,0.922,0.473,0.942,0.041,0.13,0.429,0.776,0.845
8,0.638,0.273,0.814,0.644,0.663,0.98,0.526,0.235,0.619,0.973
1,0.01,0.768,0.105,0.173,0.789,0.645,0.66,0.563,0.315,0.699
1,0.4,0.075,0.233,0.115,0.935,0.535,0.221,0.492,0.113,0.493
13,0.955,0.606,0.811,0.636,0.181,0.283,0.258,0.023,0.523,0.152
9,0.903,0.062,0.915,0.742,0.963,0.695,0.916,0.177,0.712,0.298
4,0.777,0.686,0.403,0.201,0.097,0.313,0.425,0.962,0.436,0.947
15,0.554,0.899,0.911,0.907,0.29,0.945,0.062,0.12,0.304,0.629
2,0.848,0.037,0.272,0.667,0.165,0.202,0.595,0.537,0.456,0.5
4,0.393,0.144,0.525,0.655,0.359,0.042,0.77,0.559,0.802,0.807
10,0.326,0.64,0.162,0.711,0.286,0.298,0.122,0.01,0.555,0.787
0,0.716,0.068,0.474,0.422,0.3,0.949,0.613,0.486,0.944,0.683
4,0.36,0.37,0.645,0.551,0.313,0.58,0.326,0.625,0.497,0.356
13,0.617,0.9,0.697,0.658,0.466,0.498,0.706,0.83,0.864,0.229
11,0.519,0.914,0.427,0.5,0.461,0.42,0.157,0.503,0.229,0.411
15,0.611,0.705,0.033,0.691,0.841,0.211,0.4,0.991,0.518,0.262
14,0.398,0.391,0.191,0.971,0.671,0.797,0.049,0.218,0.684,0.284
12,0.222,0.646,0.198,0.967,0.457,0.093,0.416,0.524,0.698,0.154
9,0.477,0.892,0.171,0.164,0.836,0.742,0.67,0.415,0.757,0.069
10,0.249,0.381,0.181,0.911,0.367,0.159,0.037,0.757,0.282,0.77
6,0.143,0.309,0.325,0.722,0.703,0.494,0.456,0.519,0.542,0.757
8,0.53,0.24,0.51,0.802,0.509,0.783,0.325,0.247,0.057,0.621
1,0.461,0.194,0.764,0.202,0.076,0.623,0.649,0.94,0.125,0.436
9,0.332,0.473,0.248,0.579,0.57,0.479,0.104,0.584,0.786,0.31
15,0.637,0.721,0.128,0.913,0.174,0.565,0.201,0.6,0.312,0.719
5,0.732,0.679,0.563,0.248,0.124,0.528,0.451,0.57,0.936,0.662
0,0.437,0.025,0.94,0.025,0.204,0.179,0.859,0.493,0.591,0.522
7,0.399,0.226,0.198,0.624,0.424,0.946,0.199,0.469,0.577,0.594
1,0.008,0.599,0.463,0.434,0.914,0.258,0.898,0.503,0.217,0.321
1,0.01,0.971,0.752,0.418,0.292,0.225,0.698,0.031,0.737,0.746
9,0.081,0.776,0.355,0.932,0.793,0.579,0.142,0.357,0.793,0.413
12,0.473,0.483,0.408,0.577,0.944,0.879,0.288,0.767,0.382,0.495
5,0.925,0.926,0.4,0.649,0.494,0.874,0.53,0.386,0.435,0.048
9,0.46,0.602,0.244,0.214,0.913,0.873,0.584,0.05,0.007,0.682
14,0.782,0.929,0.927,0.609,0.521,0.278,0.859,0.491,0.981,0.429
3,0.039,0.242,0.009,0.355,0.083,0.911,0.278,0.291,0.112,0.514
6,0.222,0.896,0.64,0.593,0.529,0.702,0.621,0.948,0.323,0.448
5,0.207,0.511,0.575,0.364,0.719,0.45,0.539,0.882,0.017,0.648
0,0.921,0.067,0.677,0.082,0.331,0.07,0.704,0.849,0.798,0.913
14,0.953,0.37,0.853,0.589,0.921,0.499,0.783,0.931,0.86,0.628
1,0.689,0.158,0.749,0.139,0.762,0.17,0.608,0.525,0.026,0.211
12,0.868,0.149,0.716,0.94,0.392,0.993,0.501,0.281,0.859,0.572
2,0.114,0.893,0.544,0.166,0.728,0.824,0.841,0.895,0.184,0.298
5,0.613,0.405,0.363,0.378,0.39,0.784,0.7,0.851,0.916,0.725
14,0.767,0.853,0.556,0.744,0.564,0.058,0.088,0.916,0.589,0.446
14,0.444,0.98,0.103,0.862,0.188,0.236,0.692,0.713,0.749,0.208
4,0.14,0.861,0.102,0.044,0.869,0.515,0.5,0.821,0.146,0.188
2,0.245,0.047,0.037,0.149,0.88,0.901,0.362,0.219,0.526,0.004
6,0.472,0.482,0.965,0.053,0.271,0.201,0.186,0.915,0.406,0.493
4,0.849,0.143,0.896,0.385,0.099,0.84,0.765,0.643,0.541,0.773
10,0.336,0.559,0.772,0.725,0.751,0.2,0.638,0.003,0.348,0.538
12,0.74,0.99,0.373,0.529,0.981,0.595,0.934,0.396,0.408,0.854
8,0.921,0.09,0.035,0.582,0.509,0.779,0.939,0.336,0.088,0.445
12,0.606,0.53,0.119,0.792,0.146,0.3,0.412,0.639,0.427,0.972
6,0.565,0.518,0.41,0.506,0.038,0.743,0.915,0.356,0.298,0.198
0,0.212,0.175,0.175,0.091,0.209,0.774,0.07,0.399,0.606,0.067
9,0.832,0.853,0.84,0.152,0.745,0.746,0.104,0.827,0.147,0.381
13,0.543,0.757,0.109,0.639,0.025,0.969,0.157,0.156,0.304,0.732
6,0.8,0.114,0.631,0.628,0.569,0.581,0.302,0.483,0.304,0.806
